gene	average_utr_length	type
CYSLTR1	1260.0	other
BMP7	915.6666666666666	other
NBDY	210.0909090909091	other
C10orf99	527.0	other
HACE1	243.02631578947367	other
RPUSD1	519.4	other
RANBP17	188.87209302325581	other
FBXL7	1748.0	other
ARHGEF10	1242.8333333333333	other
SPIN3	710.1129032258065	other
KRT20	419.0	other
AC007040.2	1089.6666666666667	other
ANKMY1	276.7368421052632	other
RTL3	923.0	other
TEX261	796.25	other
CHEK2	106.58730158730158	other
TSSK6	301.2	other
RNASE10	39.0	other
YJEFN3	424.0	other
SNRNP48	847.25	other
AL355916.3	341.0	other
LPAR4	766.0	other
CCT7	120.57142857142857	other
AIPL1	689.0769230769231	other
TMEM30B	2721.0	other
PPEF1	307.0	other
KRT39	183.0	other
ATP2B2	2067.0	other
TCEAL6	186.0	other
MIDN	1646.5	other
NTN5	269.0	other
ATP6V1B1	294.0	other
LPO	292.5625	other
KRT23	192.4	other
CALCR	252.33333333333334	other
FKBP5	3290.0	other
DYRK4	216.1764705882353	other
CA11	110.33333333333333	other
EVC2	212.75	other
AC011448.1	265.0	other
NCKAP5	1317.5714285714287	other
KAT6A	2226.5	other
SLC39A12	455.5	other
NDUFA13	124.1	other
SH3BP2	1172.090909090909	other
GNG13	677.0	other
VEGFD	541.0	other
GDF7	7819.0	other
TWSG1	872.5	other
SAXO1	647.0	other
GOLGA8F	2954.0	other
RRAGA	381.0	other
RAP2A	1753.0	other
KCNA7	2644.0	other
SCGB1C2	124.0	other
NCAPH	385.5	other
MACC1	2212.6666666666665	other
NDUFA9	3666.0	other
EEF1G	77.0	other
DNASE2	778.0	other
RANBP6	1016.5	other
LDAH	1591.4	other
SPRY3	7720.0	other
RBM27	3101.0	other
TOPORS	701.0	other
VAX2	109.15384615384616	other
KDM4D	520.0	other
NDUFB6	480.6666666666667	other
ZNF837	115.5	other
EMC2	313.0	other
NAGK	217.95	other
KLRD1	1766.4166666666667	other
P2RY10	406.0	other
ARL11	2833.0	other
RNASE9	357.90909090909093	other
PANO1	916.0	other
RPLP2	36.333333333333336	other
MBTPS1	201.2	other
BMP6	1078.0	other
SMIM27	556.1666666666666	other
TUT1	98.25	other
AC091959.3	10.0	other
POU4F3	1277.0	other
MDN1	623.75	other
PPRC1	248.66666666666666	other
KBTBD11-OT1	207.28813559322035	other
TXNDC5	1626.0	other
AP002990.1	381.22222222222223	other
KCNA6	1780.0	other
GALNT8	750.8	other
BEX5	219.0	other
LAMC3	1978.0	other
SPINK14	12.0	other
MYH3	125.0	other
PIDD1	187.65714285714284	other
SPINK6	185.5	other
CORO2A	3798.0	other
CXorf66	170.0	other
LYRM4	1238.3333333333333	other
DSG1	1001.0	other
AC005833.2	171.66666666666666	other
AKAP3	229.5	other
BLOC1S5	587.5555555555555	other
AC002094.3	201.0	other
SLC20A1	284.8333333333333	other
GGTLC2	161.0	other
CD44	664.0	other
MTMR12	588.6363636363636	other
VTN	92.0	other
ERGIC3	126.75	other
SLC12A7	660.4285714285714	other
ELN	605.8695652173913	other
HMG20B	190.4	other
PNPO	462.42424242424244	other
DSG4	818.0	other
SOX3	734.0	other
AC005832.4	109.5	other
EBPL	268.5	other
EEF1E1	247.6	other
AP4E1	391.8787878787879	other
TCP11X1	178.64705882352942	other
COL4A3	738.8	other
SNRNP70	331.2142857142857	other
HPSE2	643.6666666666666	other
ZNF736	3101.5	other
EEF1E1-BLOC1S5	74.75	other
BLOC1S5-TXNDC5	290.0	other
TMEM199	317.5	other
RFK	1300.6666666666667	other
TMEM42	489.0	other
ANKRD53	450.25	other
PKN1	82.66666666666667	other
TMEM74	643.0	other
AKAP6	2656.0	other
PDCD5	241.77777777777777	other
TOMM40	670.8333333333334	other
LIPF	130.5	other
RGS7BP	3059.0	other
AL772284.2	85.0	other
IFT52	275.0	other
TLE2	192.33333333333334	other
LTB4R	598.3333333333334	other
ANKRD1	769.0	other
AC139491.7	415.0	other
PCSK6	961.0909090909091	other
COL2A1	441.0	other
HMOX2	460.54545454545456	other
IGIP	753.0	other
TTC39B	1655.857142857143	other
ORM1	117.0	other
USP8	768.6	other
GRIK5	165.8125	other
STRN4	204.11764705882354	other
SGCB	560.4285714285714	other
NES	558.0	other
ITPKA	384.0	other
RNF182	2217.5	other
TMEM205	35.666666666666664	other
KIAA1024	2305.0	other
ZFYVE28	642.7142857142857	other
VCX3B	98.0	other
CRABP2	365.0	other
KIAA1755	909.6666666666666	other
SUPT6H	247.33333333333334	other
CIP2A	201.76923076923077	other
OGFRL1	6900.0	other
ZDHHC23	1540.8333333333333	other
DPY19L4	634.4444444444445	other
KRT3	356.0	other
SLC22A16	323.0	other
AP2S1	287.8333333333333	other
DNAI2	163.0	other
SPEM2	465.0	other
MGME1	986.3333333333334	other
KRT33B	341.0	other
MYRIP	464.2173913043478	other
KRAS	1500.0	other
FGF11	883.8	other
ANOS1	4120.0	other
VSNL1	933.3333333333334	other
CCDC191	210.8421052631579	other
KRT4	190.91666666666666	other
OVOL2	483.0	other
BPI	134.0	other
ZNF2	1138.4	other
RRNAD1	166.0	other
TAS1R3	841.0	other
SNX5	431.85714285714283	other
GJD2	1445.0	other
ETFRF1	509.6666666666667	other
OAF	643.0	other
MCTS1	130.5	other
AC083902.2	2351.0	other
SPEM1	26.0	other
ST20-MTHFS	36.5	other
ST20	66.33333333333333	other
TMCO6	139.2941176470588	other
SMIM21	1496.3333333333333	other
DAPP1	869.3333333333334	other
CHRNB1	595.25	other
MTHFS	157.875	other
PRTN3	205.0	other
RNF25	79.0	other
QTRT2	988.5	other
PDPR	1096.857142857143	other
MOSPD3	193.0	other
LCOR	4418.333333333333	other
TRIM69	53.666666666666664	other
CD9	368.3	other
ISG20L2	1101.0	other
SARDH	348.6	other
CDC5L	3714.0	other
MTA3	686.0714285714286	tr
CFAP36	357.2	other
IKBKB	172.84684684684686	other
AC005670.2	42.333333333333336	other
ANKRD20A1	183.125	other
NGLY1	213.16666666666666	other
TCF12	592.5833333333334	tr
ADI1	1003.0	other
RAB11B	469.3333333333333	other
CYP3A4	814.0	other
MYH15	1175.0	other
OR5D18	25.0	other
SNAPC5	338.8	other
REEP4	286.25	other
PLPPR3	81.0	other
QRICH1	500.6666666666667	other
C1orf61	260.6666666666667	other
AC022335.1	111.0	other
ZNF777	412.0	other
TMEM241	135.4	other
ASNS	134.0	other
ARHGEF33	609.1666666666666	other
RPP30	798.0	other
RPL38	226.4	other
CAMTA1	586.8461538461538	other
SP110	175.4	other
MAGEB3	291.0	other
AUP1	159.0	other
LYZL6	200.66666666666666	other
GPR135	488.625	other
NRG2	291.7142857142857	other
KCTD4	934.0	other
SLC4A5	701.0	other
CLEC18A	496.2	other
IFT27	121.25	other
FOXK2	1182.0	tr
AL109811.4	168.07692307692307	other
COX7A2L	549.5714285714286	other
PCNT	275.0	other
TNIP1	340.1875	other
MAPK6	2371.0	other
RPS10-NUDT3	2824.0	other
TCTE1	726.0	other
SSH3	455.25	other
MCM6	1208.0	other
TPST2	787.2857142857143	other
ZNF398	970.0	other
CRTAM	1238.0	other
CEACAM19	868.0	other
KANK3	178.33333333333334	other
NKAIN3	630.0	other
TLX2	643.0	other
KLK2	594.3684210526316	other
LRPAP1	1239.5	other
SNPH	3272.0	other
ZNF701	1632.5	other
CXorf67	314.0	other
LAMP2	820.4	other
PSCA	447.0	other
CFAP44	377.60714285714283	other
COPS7A	248.65217391304347	other
SGK2	498.77777777777777	other
BTBD18	617.0	other
SDR16C5	509.25	other
HK1	321.17391304347825	other
IKZF5	2972.0	other
FNIP1	1850.6	other
MRPL30	766.25	other
AXL	849.6666666666666	other
MXRA5	1150.0	other
CDKN2B	1128.0	other
WDR45	188.54545454545453	other
TMEM225B	221.5	other
LRTM2	1912.3333333333333	other
FAM20C	764.0	other
ELL	451.15384615384613	tr
RTKN2	2495.0	other
STIM2	906.1666666666666	other
NSMCE1	137.33333333333334	other
A4GALT	769.75	other
PIGW	465.0	other
ARSF	159.0	other
ZNF394	822.0	other
MYLK3	2185.5	other
SEPHS2	749.0	other
U2AF1	108.9375	other
NSA2	1283.6666666666667	other
CCDC9B	2552.5	other
CD40LG	974.0	other
SMIM3	1110.0	other
PLCZ1	125.64285714285714	other
AL049779.1	103.66666666666667	other
ACTG2	209.07142857142858	other
SLC44A2	364.125	other
C6orf203	100.66666666666667	other
H3.Y	257.0	other
LYPLA2	493.6	other
PHLPP1	1001.0	other
OR13J1	199.0	other
CTNNB1	298.2096774193548	tr
PGBD4	4394.0	other
RNF122	997.0	other
L1CAM	669.6	other
GH1	128.6	other
MLLT1	2662.0	tr
SPTY2D1OS	240.77777777777777	other
RASD1	753.5	other
MRGPRE	162.0	other
SLC13A4	325.0	other
GRAPL	483.4	other
SMYD3	334.6666666666667	other
RARG	709.75	other
TMEM210	107.0	other
AC005779.2	92.2	other
ZFPL1	112.0909090909091	other
GEMIN7	399.75	other
FBXO44	588.4166666666666	other
ARHGAP39	1242.0	other
KRIT1	840.8	other
PLA2G2C	2737.0	other
XCL1	856.0	other
ST5	241.6315789473684	other
TRIM66	5905.0	other
NUDT1	143.0	other
RPL34	102.42857142857143	other
INAVA	1101.5	other
SAMD8	3812.0	other
C11orf65	324.5833333333333	other
PRR23D1	569.0	other
POU2F1	2069.657142857143	tr
SEC31A	270.3	other
TYW1	437.77777777777777	other
NCK2	906.5	other
PSMC1	1581.5	other
PLD5	677.3636363636364	other
HSPB7	857.1666666666666	other
ADPRH	1111.25	other
NOMO3	119.41463414634147	other
GRPEL2	1315.3333333333333	other
STH	27.0	other
PBX1	2029.5	other
SI	205.25	other
IHH	786.0	other
IDE	352.5	other
TMEM240	319.3333333333333	other
POGLUT1	255.75	other
PGLS	142.4	other
ZBTB16	114.42857142857143	tr
OR2A14	582.5	other
OR2A2	24.0	other
MYH6	34.5	other
OR2A25	492.0	other
MEIS1	1516.5714285714287	tr
PRMT6	1450.0	other
AIDA	1082.0	other
DPP7	97.52941176470588	other
PIK3R4	379.0	other
DOK4	750.8	other
P4HA3	195.4	other
POP1	851.0	other
FAM187B	24.0	other
PFKL	147.8	other
C3orf52	718.2	other
FETUB	255.0	other
SMC1A	2509.8	tr
PRSS55	330.0	other
GNG14	49.0	other
MYO18A	291.59183673469386	other
ZNF426	908.4285714285714	other
FCGR3A	1223.4	other
LHFPL2	3680.0	other
GCSAM	492.77777777777777	other
SRPX2	2544.5	other
CYP39A1	673.0	other
ZC3H11B	658.5	other
CXCL2	720.0	other
TMSB10	251.0	other
STK33	584.0	other
FAM92B	349.0	other
DGKG	1457.3333333333333	other
HBB	189.4	other
SPEN	1032.0	other
UQCRHL	204.0	other
C1D	720.0	other
SSTR3	1187.0	other
SLC25A23	415.4	other
TAZ	222.8846153846154	other
ADGRV1	212.08333333333334	other
HTRA4	563.0	other
MRAP	238.66666666666666	other
SWT1	582.0	other
RNF2	1530.5	tr
PMS1	271.4583333333333	other
AC010325.1	139.5	other
OR52A5	2915.0	other
EFHC2	129.0	other
CENPF	793.0	other
HIKESHI	352.3333333333333	other
RHO	1450.0	other
RGL1	2238.0	other
MAGED4B	143.92857142857142	other
ZNF304	1489.0	other
ZNF543	1510.0	other
C14orf93	372.6	other
KLHL1	1107.0	other
NMNAT2	4403.0	other
SRRM2	198.44444444444446	other
PGM3	887.0	other
CYP27A1	156.6	other
FBXL20	2027.8	other
C19orf81	167.0	other
MAOA	2308.5	other
SNX15	313.0	other
TBX18	1466.3333333333333	other
DLGAP1	1833.8181818181818	other
HSFY1	262.57142857142856	other
LSAMP	5467.666666666667	other
GAGE12D	90.0	other
GAGE12C	90.0	other
HIF1AN	2482.4	other
CNBD2	391.6	other
ELL3	515.0	other
IER5	3012.0	other
DPH6	2182.5	other
KRTAP20-4	57.0	other
KRTAP6-1	257.0	other
CA7	315.8333333333333	other
KRTAP6-3	296.0	other
KRTAP19-5	214.0	other
PPA2	124.91891891891892	other
FAM122B	1253.3333333333333	other
PTCHD3	106.0	other
LAPTM4B	1330.5	other
SSBP2	1719.75	other
TROAP	132.5142857142857	other
AC022826.2	85.0	other
ERICH6B	164.0	other
ZNHIT2	38.0	other
DCANP1	2159.0	other
CDK13	1075.4166666666667	other
NPHS2	633.0	other
ZER1	1550.0	other
CDC14A	190.25	other
UVRAG	700.4285714285714	other
HNRNPM	184.47058823529412	other
NSMAF	120.28571428571429	other
CCDC78	141.0	other
CLIC5	1348.25	other
GNRHR	629.5	other
FGD5	1308.5	other
SUN3	135.64285714285714	other
NDUFS6	357.5	other
FAM161B	1338.0	other
RNF6	1054.6666666666667	other
TKTL1	358.75	other
RIPK4	1468.0	other
PLEKHM3	2194.0	other
CDC42BPG	1085.0	other
TAB3	2967.4	other
ZC3H15	292.42857142857144	other
TTLL1	142.73684210526315	other
RFLNB	3185.0	other
SERPINH1	511.14285714285717	other
PRDM9	823.0	other
MEF2D	795.5	other
CCZ1B	140.77777777777777	other
CNTNAP3B	773.0	other
CXXC1	278.3333333333333	other
SERPINF1	171.66666666666666	other
ZNF57	140.33333333333334	other
XAB2	60.0	other
PIK3AP1	1237.6666666666667	other
CCL16	413.0	other
AC011462.1	392.0	other
CAMSAP3	141.5	other
ZNF334	799.0	other
ZNF853	1318.0	other
ZNF33B	1972.25	other
CEACAM8	437.0	other
EVI5L	674.0	other
C2orf74	211.42857142857142	other
RASGRF1	1531.0	other
CWH43	151.36363636363637	other
QRICH2	123.72222222222223	other
SPACA3	98.0	other
KBTBD7	2369.0	other
TK1	349.8	other
ZNF75A	531.6666666666666	other
NEK9	939.8333333333334	other
CDY2A	374.0	other
C8orf59	165.5	other
TMOD3	793.4	other
CYB561D2	313.0	other
EPC2	944.6666666666666	other
OR1N2	51.0	other
DCAF8L2	29.0	other
UBALD2	436.5	other
STK10	1478.0	other
ZNF425	827.0	other
LCT	325.6666666666667	other
OCIAD2	145.28571428571428	other
DHRS13	658.0	other
RDH12	602.0	other
MYB	247.2910052910053	tr
ZC4H2	1587.3333333333333	other
CPNE1	141.0909090909091	other
ZNF101	571.25	other
ZNF688	253.25	other
RGPD2	1436.0	other
LRRCC1	177.46938775510205	other
RPRD1B	543.0	other
ZNF711	1052.0	other
LAT2	461.5833333333333	other
DOK7	1081.0	other
HOXB7	614.0	tr
DYDC2	989.0	other
SLC7A4	336.0	other
TET3	5999.0	other
EIF2B2	498.875	other
UGCG	2371.0	other
TSGA10	518.3333333333334	other
UBTD1	685.0	other
CRYAA	258.3333333333333	other
TMEM86A	2775.0	other
DGUOK	151.1	other
DNASE1L3	305.75	other
GSPT1	1574.75	other
ZCWPW1	174.75	other
KIAA1211L	685.0	other
PLEKHH3	211.0	other
KATNBL1	633.25	other
ZNF195	285.76	other
FOXD4L4	387.0	other
RDH11	392.0	other
VPS26A	613.3333333333334	other
TBC1D3F	471.0	other
DUSP26	422.0	other
PNMA2	2974.0	other
ANXA11	1947.3333333333333	other
FIG4	185.33333333333334	other
ULK4	119.57142857142857	other
APBB3	217.56	other
TMEM232	220.3	other
DNAI1	190.0	other
TMEM72	963.0	other
PLAC9	212.0	other
SMIM37	115.66666666666667	other
OCIAD1	371.2142857142857	other
CBX8	2502.0	other
EPB41L5	2082.6	other
TP53INP2	3131.0	other
HDAC11	610.3571428571429	other
FAM206A	715.5	other
EHD3	2742.0	other
PNOC	229.5	other
GFI1B	604.2	tr
ITPRIP	3082.6666666666665	other
CYB5R2	261.0	other
NCKAP1	8705.0	other
HTATSF1	330.0	other
TXN2	366.0	other
XKR9	501.6	other
DOK6	3869.0	other
MED19	466.75	other
PSMD11	614.6666666666666	other
AWAT1	336.0	other
HAGH	347.8888888888889	other
TMEM255A	2218.5	other
HERPUD2	825.0	other
ZC3H7A	393.1	other
RERGL	201.0	other
ZNF217	945.8	tr
HTR1B	477.0	other
CYP2B6	521.6666666666666	other
TUBB1	1870.0	other
ISYNA1	206.95833333333334	other
ORC6	248.1	other
MAP3K15	150.42857142857142	other
SCG3	1024.0	other
PANK4	156.61111111111111	other
ZNF525	1781.0	other
MLLT3	1605.5	tr
RBM23	1745.142857142857	other
STAMBP	2518.1666666666665	other
GABRD	176.33333333333334	other
CCL15-CCL14	121.66666666666667	other
UPK1A	269.1666666666667	other
UQCRFS1	2226.0	other
AC005726.1	357.44444444444446	other
OXT	98.0	other
SCAP	192.88372093023256	other
SPAG5	154.3125	other
SLC5A2	228.66666666666666	other
BTF3	302.0	other
SLC13A2	202.39473684210526	other
BCAP29	854.0	other
SLC2A4RG	514.0	other
MT1X	204.25	other
CDR2	317.0	other
SGK494	256.75	other
AC104532.1	106.66666666666667	other
ARFRP1	1227.0	other
EBAG9	729.4	other
FARSA	166.27272727272728	other
ACTL8	542.0	other
MID1IP1	1007.5	other
IGSF21	155.0	other
IRGQ	3903.5	other
TXNDC17	402.1666666666667	other
GPRASP1	978.75	other
ACMSD	173.0	other
POLM	386.0	other
OR3A2	622.3333333333334	other
MT1H	266.0	other
GPRASP2	345.3333333333333	other
KLHDC7A	2810.0	other
ESRRA	600.25	tr
YIPF2	259.44444444444446	other
OR3A1	617.0	other
UIMC1	202.5	other
AQP12B	342.4166666666667	other
IL15RA	351.8888888888889	other
GIPC3	3350.0	other
PIGS	225.0	other
ARMCX5	338.0	other
KRT32	298.0	other
AKAP17A	876.5	other
KIAA0753	209.4375	other
CMTM4	679.2	other
AC026461.4	42.0	other
CCNT2	831.0	tr
TUBA1B	360.2	other
SWAP70	548.2727272727273	other
RAB11FIP2	4080.0	other
SLC1A3	2062.5	other
AL359736.1	86.0	other
CNIH1	601.0	other
TIGD5	3391.0	other
TRMT112	256.0	other
C17orf53	493.0	other
CHD7	663.2857142857143	tr
PKIA	1694.6666666666667	other
SLC47A2	169.75	other
CARM1	214.4	tr
PAX2	2252.25	other
TOX3	536.0	other
LRRC63	562.0	other
NFKBIA	358.7142857142857	tr
SFMBT1	1563.0	tr
G6PC2	499.75	other
PAGE4	110.0	other
ZNF705G	2459.5	other
IL1R1	563.2666666666667	other
CCL27	47.0	other
TTPAL	3558.3333333333335	other
BTLA	2139.0	other
MYL9	1386.0	other
PATL1	1673.0	other
TMEM178B	9593.0	other
ADGRA3	378.8	other
USP12	1269.6666666666667	other
CTLA4	530.6666666666666	other
GPR152	10.0	other
CCDC185	122.0	other
DISP1	22.0	other
RFC4	99.0	other
ABCC12	160.64583333333334	other
C17orf50	161.0	other
BROX	2495.75	other
DCAF1	701.2	other
RBM15B	3835.0	other
UGT2B17	440.0	other
C2orf88	947.5	other
HCFC1	1789.6666666666667	tr
MPV17	205.1	other
TNC	626.6	other
CYP2C19	596.0	other
PRSS8	344.5	other
TMEM221	948.0	other
AC012309.1	97.5	other
B3GALT2	1248.0	other
VIM	469.6666666666667	other
SCRN2	196.05555555555554	other
MTERF2	179.0	other
LRRC46	189.25	other
SH3D21	351.875	other
MRPS16	1181.0	other
CT45A5	330.0	other
RNF34	567.2	other
RHCE	125.21428571428571	other
CCL22	2601.0	other
IGF1R	3606.25	other
ECD	205.1818181818182	other
DCTN6	177.0	other
DNAL4	546.5	other
TCAF1	1074.6666666666667	other
AC068896.1	562.4	other
ZNF568	1174.7142857142858	other
HRG	356.0	other
FAM53B	1912.3333333333333	other
DNAJC9	575.0	other
ZBTB17	98.0	other
GOLGA6D	1331.0	other
INCA1	233.0	other
SRA1	432.5	other
OR52H1	71.0	other
TTC17	319.375	other
INTS6L	864.0	other
NDN	851.0	other
TCAF2C	439.0	other
MKRN3	397.0	other
NDRG1	388.45454545454544	other
RRP15	6891.0	other
TRIM6	1015.625	other
OR52E4	956.0	other
SPATA17	745.5714285714286	other
MFSD4B	4047.0	other
DLD	263.04761904761904	other
SLC12A5	345.52777777777777	other
MARS	131.47692307692307	other
TPR	2318.0	other
DDIT3	218.5	other
CXCL1	705.0	other
FUNDC1	558.0	other
PRKAG3	269.0	other
RPL10	618.0	other
FAM227A	2733.6666666666665	other
PPIL4	444.5	other
DEFB1	105.0	other
COL5A1	2537.5	other
UHRF1	720.4285714285714	other
NDP	1017.0	other
COL11A1	216.97619047619048	other
ATP6V1G1	629.0	other
TMEM239	1643.5	other
U2AF2	160.5	other
RPS6KC1	1265.3333333333333	other
ASCL2	324.0	other
IMMP2L	442.2	other
SORD	510.5833333333333	other
TICAM1	154.5	other
ZNF805	431.0	other
KIAA1191	907.5714285714286	other
THADA	231.15277777777777	other
NSL1	551.0	other
RTL8B	1613.0	other
TMEM206	1010.5	other
GSX2	405.6666666666667	other
NEK4	638.5	other
PSG6	346.85714285714283	other
CDKN1A	1253.8	other
MIEN1	402.0	other
FAM25C	22.0	other
SMTNL2	828.5	other
GVQW3	1839.6666666666667	other
ZC3H10	5646.0	other
COPA	883.0	other
TRIM47	271.14285714285717	other
OSGEPL1	327.75	other
RNF165	2284.3	other
KLK10	889.5	other
KLHL34	1163.0	other
TMEM87A	365.53846153846155	other
ZNF865	470.0	other
ESYT1	493.0	other
GPR20	346.0	other
C11orf42	89.0	other
SLC3A1	427.0	other
RPL41	362.5	other
DCAF8	466.27777777777777	other
IGSF6	1996.0	other
PEX19	505.92857142857144	other
PDIA3	213.23809523809524	other
DUSP16	1239.25	other
KIRREL1	2935.75	other
NUPR1	790.8571428571429	other
TMIGD2	366.0	other
PSKH1	1155.5	other
WASHC2C	472.8333333333333	other
ZNF516	1782.6666666666667	other
CT47A11	85.0	other
BACE1	1514.142857142857	other
PRNP	1607.0	other
MYL12A	309.8	other
CT47B1	83.5	other
RAD51B	265.73333333333335	other
PWP2	409.0	other
TBC1D10C	350.85714285714283	other
B4GALT5	3366.0	other
ZP2	28.0	other
TBC1D3C	314.0	other
AC022400.6	497.0	other
CC2D2A	198.1590909090909	other
NAA35	448.5	other
OR8I2	45.0	other
ZNF862	3194.0	other
GLI2	444.24	other
C2orf69	2386.0	other
CDH10	358.4	other
CLEC14A	446.0	other
HDGF	792.2	tr
SSTR1	2501.0	other
USP29	481.0	other
CD14	127.0	other
GLG1	304.96875	other
CHD2	401.4878048780488	tr
DNAH2	219.52380952380952	other
C6orf229	88.0	other
AC108488.2	315.0	other
RAB3D	1704.5	other
GPATCH4	158.75	other
FTCDNL1	385.4	other
KIAA1958	4954.333333333333	other
DZANK1	268.1489361702128	other
BCL3	428.0	tr
OPN1LW	100.5	other
USP34	224.2	other
NDUFAF1	123.25	other
IL22RA1	1033.0	other
SLC9A3R1	436.25	other
C7orf77	209.0	other
ZNF442	1934.0	other
VCX3A	106.5	other
AC006030.1	127.08571428571429	other
DACH2	395.875	other
C11orf91	81.33333333333333	other
SCRIB	239.25	other
AGMAT	1297.0	other
KXD1	378.38461538461536	other
MOBP	681.3888888888889	other
KIAA0319L	291.3	other
BRIX1	500.0	other
DCC	886.1428571428571	other
CPLX2	1048.25	other
SCN1B	1003.4444444444445	other
UBE2K	1101.3333333333333	other
CXCL17	377.3333333333333	other
RANBP9	863.0	other
LIPE	304.0	other
FBXO24	198.0	other
KCNB2	257.0	other
INTS5	171.0	other
AP001458.2	267.0	other
SDHAF4	844.0	other
RFC2	135.08	other
HNRNPUL1	320.48148148148147	other
SLC2A14	929.4166666666666	other
LRRK2	265.4736842105263	other
CCDC175	177.0	other
SLURP1	198.0	other
NUDT3	9073.0	other
IL1RAPL1	902.0	other
NIPSNAP1	331.25	other
TGM1	108.66666666666667	other
HIRIP3	435.0	other
TSPAN4	350.2	other
AGPAT3	2575.0	other
CNOT6	4168.0	other
ASB7	1490.0	other
ANKRD20A3	277.25	other
LRRC1	465.0	other
ARC	517.6666666666666	other
KCNAB2	1488.5	other
SLC18B1	326.3333333333333	other
C17orf99	184.5	other
YTHDC2	214.94117647058823	other
DEFB125	115.0	other
LDLRAD3	1492.0	other
RBM12	2725.3333333333335	other
ELAC2	187.0	other
HOXB9	1740.0	other
PRKX	2298.5	other
ABCD2	3878.0	other
NQO2	1400.7142857142858	other
CX3CR1	1946.25	other
EIF5B	1380.5	other
KLHDC1	151.69565217391303	other
ZNF404	189.0	other
RPLP1	250.0	other
ZNF169	1387.5	other
FEZ1	326.3333333333333	other
BTBD10	283.0833333333333	other
METTL22	274.6	other
TNK1	251.375	other
LPCAT4	224.4	other
EMG1	626.375	other
MYO19	248.75	other
RAB6A	403.92857142857144	other
FOXJ1	1019.0	other
KRT84	221.0	other
VPS18	293.75	other
PURB	8116.0	other
TMEM131	287.6666666666667	other
MEPCE	566.5	other
ZNF625	436.0	other
CCL24	130.0	other
ECEL1	325.0	other
PSMC3	88.3125	other
SRD5A2	3715.0	other
STEAP1	164.33333333333334	other
HEXB	141.875	other
PKNOX2	366.22222222222223	other
DHRS12	489.5	other
DCP2	2450.8333333333335	other
AC092143.1	287.0	other
TP53	569.8974358974359	tr
DCAF16	2835.0	other
NOP10	264.0	other
FAM236C	122.0	other
C19orf48	389.0	other
KIAA0895	1451.857142857143	other
CSH1	118.0	other
EEF1D	91.41666666666667	other
PDPK1	855.0	other
ATP6V1C1	1469.75	other
PTPN6	114.89473684210526	other
AVEN	163.0	other
RASSF4	421.625	other
DCTN5	1180.5	other
C5orf47	942.0	other
CSMD3	1840.0	other
TGM6	163.5	other
OR52B4	87.0	other
HMCN2	183.14285714285714	other
TCP10L2	492.3333333333333	other
PIGU	323.0	other
YKT6	532.6666666666666	other
SSX3	239.6	other
ZNF331	804.0	other
NPB	152.5	other
FOCAD	192.57142857142858	other
RPL23	465.5	other
MEX3D	775.5	other
ACTL7A	128.0	other
ALYREF	286.0	other
CHRFAM7A	1358.6666666666667	other
MBD3	970.5	tr
TIRAP	596.5714285714286	other
ARL5A	670.2222222222222	other
SLC22A1	129.85714285714286	other
H2AFV	692.0	other
CFAP58	372.5	other
VGLL1	267.0	other
ABI3	362.0	other
PHKB	579.0	other
PRDM15	569.1388888888889	other
MPST	301.0	other
GGNBP2	838.0	other
FCRL5	1758.0	other
CDC25A	1798.0	other
RPS7	50.714285714285715	other
MAD2L1BP	401.5	other
CRYGD	65.0	other
EHD1	1965.3333333333333	other
